id,text,theme,word_count,source
james_11,"“Nay, thought I, now I grow worse and worse; now I am farther from conversion than ever I was before. If now I should have burned at the stake, I could not believe that Christ had love for me; alas, I could neither hear him, nor see him, nor feel him, nor savor any of his things. Sometimes I would tell my condition to the people of God, which, when they heard, they would pity me, and would tell of the Promises. But they had as good have told me that I must reach the Sun with my finger as have bidden me receive or rely upon the Promise. [Yet] all this while as to the act of sinning, I never was more tender than now; I durst not take a pin or stick, though but so big as a straw, for my conscience now was sore, and would smart at every touch; I could not tell how to speak my words, for fear I should misplace them. Oh, how gingerly did I then go, in all I did or said! I found myself as on a miry bog that shook if I did but stir; and was as there left both by God and Christ, and the spirit, and all good things.",despair,213,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_12,"“Everything I saw seemed to be a burden to me; the earth seemed accursed for my sake: all trees, plants, rocks, hills, and vales seemed to be dressed in mourning and groaning, under the weight of the curse, and everything around me seemed to be conspiring my ruin. My sins seemed to be laid open; so that I thought that every one I saw knew them, and sometimes I was almost ready to acknowledge many things, which I thought they knew: yea sometimes it seemed to me as if every one was pointing me out as the most guilty wretch upon earth. I had now so great a sense of the vanity and emptiness of all things here below, that I knew the whole world could not possibly make me happy, no, nor the whole system of creation. When I waked in the morning, the first thought would be, Oh, my wretched soul, what shall I do, where shall I go? And when I laid down, would say, I shall be perhaps in hell before morning. I would many times look on the beasts with envy, wishing with all my heart I was in their place, that I might have no soul to lose; and when I have seen birds flying over my head, have often thought within myself, Oh, that I could fly away from my danger and distress! Oh, how happy should I be, if I were in their place!”(82)",depersonalization,242,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_13,"“Whilst in this state of philosophic pessimism and general depression of spirits about my prospects, I went one evening into a dressingroom in the twilight to procure some article that was there; when suddenly there fell upon me without any warning, just as if it came out of the darkness, a horrible fear of my own existence. Simultaneously there arose in my mind the image of an epileptic patient whom I had seen in the asylum, a blackhaired youth with greenish skin, entirely idiotic, who used to sit all day on one of the benches, or rather shelves against the wall, with his knees drawn up against his chin, and the coarse gray undershirt, which was his only garment, drawn over them inclosing his entire figure. He sat there like a sort of sculptured Egyptian cat or Peruvian mummy, moving nothing but his black eyes and looking absolutely nonhuman. This image and my fear entered into a species of combination with each other. _That shape am I_, I felt, potentially. Nothing that I possess can defend me against that fate, if the hour for it should strike for me as it struck for him. There was such a horror of him, and such a perception of my own merely momentary discrepancy from him, that it was as if something hitherto solid within my breast gave way entirely, and I became a mass of quivering fear. After this the universe was changed for me altogether. I awoke morning after morning with a horrible dread at the pit of my stomach, and with a sense of the insecurity of life that I never knew before, and that I have never felt since.(83) It was like a revelation; and although the immediate feelings passed away, the experience has made me sympathetic with the morbid feelings of others ever since. It gradually faded, but for months I was unable to go out into the dark alone.",anxiety,322,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_14,"“I have ever been the queerest mixture of weakness and strength, and have paid heavily for the weakness. As a child I used to suffer tortures of shyness, and if my shoelace was untied would feel shamefacedly that every eye was fixed on the unlucky string; as a girl I would shrink away from strangers and think myself unwanted and unliked, so that I was full of eager gratitude to any one who noticed me kindly; as the young mistress of a house I was afraid of my servants, and would let careless work pass rather than bear the pain of reproving the illdoer; when I have been lecturing and debating with no lack of spirit on the platform, I have preferred to go without what I wanted at the hotel rather than to ring and make the waiter fetch it. Combative on the platform in defense of any cause I cared for, I shrink from quarrel or disapproval in the house, and am a coward at heart in private while a good fighter in public. How often have I passed unhappy quarters of an hour screwing up my courage to find fault with some subordinate whom my duty compelled me to reprove, and how often have I jeered at myself for a fraud as the doughty platform combatant, when shrinking from blaming some lad or lass for doing their work badly. An unkind look or word has availed to make me shrink into myself as a snail into its shell, while, on the platform, opposition makes me speak my best.”(89)",anxiety,261,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_15,"“Thus the thoughts by which I meditated upon thee were like the efforts of one who would awake, but being overpowered with sleepiness is soon asleep again. Often does a man when heavy sleepiness is on his limbs defer to shake it off, and though not approving it, encourage it; even so I was sure it was better to surrender to thy love than to yield to my own lusts, yet, though the former course convinced me, the latter pleased and held me bound. There was naught in me to answer thy call, ‘Awake, thou sleeper,’ but only drawling, drowsy words, ‘Presently; yes, presently; wait a little while.’ But the ‘presently’ had no ‘present,’ and the ‘little while’ grew long.... For I was afraid thou wouldst hear me too soon, and heal me at once of my disease of lust, which I wished to satiate rather than to see extinguished. With what lashes of words did I not scourge my own soul. Yet it shrank back; it refused, though it had no excuse to offer.... I said within myself: ‘Come, let it be done now,’ and as I said it, I was on the point of the resolve. I all but did it, yet I did not do it. And I made another effort, and almost succeeded, yet I did not reach it, and did not grasp it, hesitating to die to death, and live to life; and the evil to which I was so wonted held me more than the better life I had not tried.”(92)",inner_conflict,257,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_16,"“I was now very moral in my life, but found no rest of conscience. I now began to be esteemed in young company, who knew nothing of my mind all this while, and their esteem began to be a snare to my soul, for I soon began to be fond of carnal mirth, though I still flattered myself that if I did not get drunk, nor curse, nor swear, there would be no sin in frolicking and carnal mirth, and I thought God would indulge young people with some (what I called simple or civil) recreation. I still kept a round of duties, and would not suffer myself to run into any open vices, and so got along very well in time of health and prosperity, but when I was distressed or threatened by sickness, death, or heavy storms of thunder, my religion would not do, and I found there was something wanting, and would begin to repent my going so much to frolics, but when the distress was over, the devil and my own wicked heart, with the solicitations of my associates, and my fondness for young company, were such strong allurements, I would again give way, and thus I got to be very wild and rude, at the same time kept up my rounds of secret prayer and reading; but God, not willing I should destroy myself, still followed me with his calls, and moved with such power upon my conscience, that I could not satisfy myself with my diversions, and in the midst of my mirth sometimes would have such a sense of my lost and undone condition, that I would wish myself from the company, and after it was over, when I went home, would make many promises that I would attend no more on these frolics, and would beg forgiveness for hours and hours; but when I came to have the temptation again, I would give way: no sooner would I hear the music and drink a glass of wine, but I would find my mind elevated and soon proceed to any sort of merriment or diversion, that I thought was not debauched or openly vicious; but when I returned from my carnal mirth I felt as guilty as ever, and could sometimes not close my eyes for some hours after I had gone to my bed. I was one of the most unhappy creatures on earth.",inner_conflict,402,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_17,"“Sometimes I would leave the company (often speaking to the fiddler to cease from playing, as if I was tired), and go out and walk about crying and praying, as if my very heart would break, and beseeching God that he would not cut me off, nor give me up to hardness of heart. Oh, what unhappy hours and nights I thus wore away! When I met sometimes with merry companions, and my heart was ready to sink, I would labor to put on as cheerful a countenance as possible, that they might not distrust anything, and sometimes would begin some discourse with young men or young women on purpose, or propose a merry song, lest the distress of my soul would be discovered, or mistrusted, when at the same time I would then rather have been in a wilderness in exile, than with them or any of their pleasures or enjoyments. Thus for many months when I was in company, I would act the hypocrite and feign a merry heart, but at the same time would endeavor as much as I could to shun their company, oh wretched and unhappy mortal that I was! Everything I did, and wherever I went, I was still in a storm, and yet I continued to be the chief contriver and ringleader of the frolics for many months after; though it was a toil and torment to attend them; but the devil and my own wicked heart drove me about like a slave, telling me that I must do this and do that, and bear this and bear that, and turn here and turn there, to keep my credit up, and retain the esteem of my associates: and all this while I continued as strict as possible in my duties, and left no stone unturned to pacify my conscience, watching even against my thoughts, and praying continually wherever I went: for I did not think there was any sin in my conduct, when I was among carnal company, because I did not take any satisfaction there, but only followed it, I thought, for sufficient reasons.",melancholy,352,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_18,"A young man, it appears, “wasted, in two or three years, a large patrimony in profligate revels with a number of worthless associates who called themselves his friends, and who, when his last means were exhausted, treated him of course with neglect or contempt. Reduced to absolute want, he one day went out of the house with an intention to put an end to his life; but wandering awhile almost unconsciously, he came to the brow of an eminence which overlooked what were lately his estates. Here he sat down, and remained fixed in thought a number of hours, at the end of which he sprang from the ground with a vehement, exulting emotion. He had formed his resolution, which was, that all these estates should be his again; he had formed his plan, too, which he instantly began to execute. He walked hastily forward, determined to seize the first opportunity, of however humble a kind, to gain any money, though it were ever so despicable a trifle, and resolved absolutely not to spend, if he could help it, a farthing of whatever he might obtain. The first thing that drew his attention was a heap of coals shot out of carts on the pavement before a house. He offered himself to shovel or wheel them into the place where they were to be laid, and was employed. He received a few pence for the labor; and then, in pursuance of the saving part of his plan, requested some small gratuity of meat and drink, which was given him. He then looked out for the next thing that might chance; and went, with indefatigable industry, through a succession of servile employments in different places, of longer and shorter duration, still scrupulous in avoiding, as far as possible, the expense of a penny. He promptly seized every opportunity which could advance his design, without regarding the meanness of occupation or appearance. By this method he had gained, after a considerable time, money enough to purchase in order to sell again a few cattle, of which he had taken pains to understand the value. He speedily but cautiously turned his first gains into second advantages; retained without a single deviation his extreme parsimony; and thus advanced by degrees into larger transactions and incipient wealth. I did not hear, or have forgotten, the continued course of his life, but the final result was, that he more than recovered his lost possessions, and died an inveterate miser, worth £60,000.”(94)",conversion,415,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_19,"“At first, I began to feel my heart beat very quick all on a sudden, which made me at first think that perhaps something is going to ail me, though I was not alarmed, for I felt no pain. My heart increased in its beating, which soon convinced me that it was the Holy Spirit from the effect it had on me. I began to feel exceedingly happy and humble, and such a sense of unworthiness as I never felt before. I could not very well help speaking out, which I did, and said, Lord, I do not deserve this happiness, or words to that effect, while there was a stream (resembling air in feeling) came into my mouth and heart in a more sensible manner than that of drinking anything, which continued, as near as I could judge, five minutes or more, which appeared to be the cause of such a palpitation of my heart. It took complete possession of my soul, and I am certain that I desired the Lord, while in the midst of it, not to give me any more happiness, for it seemed as if I could not contain what I had got. My heart seemed as if it would burst, but it did not stop until I felt as if I was unutterably full of the love and grace of God. In the mean time while thus exercised, a thought arose in my mind, what can it mean? and all at once, as if to answer it, my memory became exceedingly clear, and it appeared to me just as if the New Testament was placed open before me, eighth chapter of Romans, and as light as if some candle lighted was held for me to read the 26th and 27th verses of that chapter, and I read these words: ‘The Spirit helpeth our infirmities with groanings which cannot be uttered.’ And all the time that my heart was abeating, it made me groan like a person in distress, which was not very easy to stop, though I was in no pain at all, and my brother being in bed in another room came and opened the door, and asked me if I had got the toothache. I told him no, and that he might get to sleep. I tried to stop. I felt unwilling to go to sleep myself, I was so happy, fearing I should lose it—thinking within myself",spiritual_experience,406,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_20,"And while I lay reflecting, after my heart stopped beating, feeling as if my soul was full of the Holy Spirit, I thought that perhaps there might be angels hovering round my bed. I felt just as if I wanted to converse with them, and finally I spoke, saying, ‘O ye affectionate angels! how is it that ye can take so much interest in our welfare, and we take so little interest in our own.’ After this, with difficulty I got to sleep; and when I awoke in the morning my first thoughts were: What has become of my happiness? and, feeling a degree of it in my heart, I asked for more, which was given to me as quick as thought. I then got up to dress myself, and found to my surprise that I could but just stand. It appeared to me as if it was a little heaven upon earth. My soul felt as completely raised above the fears of death as of going to sleep; and like a bird in a cage, I had a desire, if it was the will of God, to get released from my body and to dwell with Christ, though willing to live to do good to others, and to warn sinners to repent. I went downstairs feeling as solemn as if I had lost all my friends, and thinking with myself, that I would not let my parents know it until I had first looked into the Testament. I went directly to the shelf and looked into it, at the eighth chapter of Romans, and every verse seemed to almost speak and to confirm it to be truly the Word of God, and as if my feelings corresponded with the meaning of the word. I then told my parents of it, and told them that I thought that they must see that when I spoke, that it was not my own voice, for it appeared so to me. My speech seemed entirely under the control of the Spirit within me; I do not mean that the words which I spoke were not my own, for they were. I thought that I was influenced similar to the Apostles on the day of Pentecost (with the exception of having power to give it to others, and doing what they did). After breakfast I went round to converse with my neighbors on religion, which I could not have been hired to have done before this, and at their request I prayed with them, though I had never prayed in public before.",spiritual_experience,428,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
james_21,"“One Tuesday evening I sat in a saloon in Harlem, a homeless, friendless, dying drunkard. I had pawned or sold everything that would bring a drink. I could not sleep unless I was dead drunk. I had not eaten for days, and for four nights preceding I had suffered with delirium tremens, or the horrors, from midnight till morning. I had often said, ‘I will never be a tramp. I will never be cornered, for when that time comes, if ever it comes, I will find a home in the bottom of the river.’ But the Lord so ordered it that when that time did come I was not able to walk one quarter of the way to the river. As I sat there thinking, I seemed to feel some great and mighty presence. I did not know then what it was. I did learn afterwards that it was Jesus, the sinner’s friend. I walked up to the bar and pounded it with my fist till I made the glasses rattle. Those who stood by drinking looked on with scornful curiosity. I said I would never take another drink, if I died on the street, and really I felt as though that would happen before morning. Something said, ‘If you want to keep this promise, go and have yourself locked up.’ I went to the nearest stationhouse and had myself locked up.",conversion,232,"James, W. (1902). The Varieties of Religious Experience. Longmans, Green & Co. (Public domain.)"
